dataset	compound_inchikey	canonical_smiles	parent_status	parent_smiles	parent_key	parent_formula
development	AALVUUMVCUHIRJ-UHFFFAOYSA-N	CC1=C(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CCC5CC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C12	ok	CC1=C(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CCC5CC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C12	AALVUUMVCUHIRJ-UHFFFAOYSA-N	C44H72O18
development	AAOVKJBEBIDNHE-UHFFFAOYSA-N	CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21	ok	CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21	AAOVKJBEBIDNHE-UHFFFAOYSA-N	C16H13ClN2O
development	ABAQSBNXJMXUHX-UHFFFAOYSA-N	CC(C)=CCc1cc(CC(=O)C(O)c2cc(CC=C(C)C)c(O)cc2O)ccc1O	tautomer_MaxTransformsReached			C25H30O5
development	ABXHVUYVHJIOMQ-UHFFFAOYSA-N	CCC(C)C1=NC(=O)C(CCN)N=C(O)CC(C(C)CC)OC(=O)C(CO)N=C(O)C(CC(C)C)N=C(O)C(C(C)C)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1O	tautomer_MaxTautomersReached			C54H92N12O12
development	ACCBJOPUSBTZKZ-UHFFFAOYSA-N	CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(OC5(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O5)C4O)C3CC(C)=O)C(OC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(CO)OC4(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O4)O3)C2O)C(O)C1O)NC(=O)CCCCCCCCCCC	ok	CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(OC5(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O5)C4O)C3CC(C)=O)C(OC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(CO)OC4(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O4)O3)C2O)C(O)C1O)NC(=O)CCCCCCCCCCC	ACCBJOPUSBTZKZ-UHFFFAOYSA-N	C90H154N4O47
development	ACCMWZWAEFYUGZ-UHFFFAOYSA-N	CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21	ok	CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21	ACCMWZWAEFYUGZ-UHFFFAOYSA-N	C28H37N3O3
development	ACHFSGOIKJNVJV-UHFFFAOYSA-N	COc1c2c(cc(O)c1-c1cc3ccccc3o1)OCO2	ok	COc1c2c(cc(O)c1-c1cc3ccccc3o1)OCO2	ACHFSGOIKJNVJV-UHFFFAOYSA-N	C16H12O5
development	ACVGWSKVRYFWRP-UHFFFAOYSA-N	O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12	ok	O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12	ACVGWSKVRYFWRP-UHFFFAOYSA-N	C18H13N3O
development	ACWBBAGYTKWBCD-UHFFFAOYSA-N	NC(Cc1ccc(O)c(Cl)c1)C(=O)O	ok	NC(Cc1ccc(O)c(Cl)c1)C(=O)O	ACWBBAGYTKWBCD-UHFFFAOYSA-N	C9H10ClNO3
development	ACWBQPMHZXGDFX-UHFFFAOYSA-N	CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C	ok	CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C	ACWBQPMHZXGDFX-UHFFFAOYSA-N	C24H29N5O3
development	ACXLVKYMISNUFD-UHFFFAOYSA-N	CC1(C=O)CCCC2(C)C1CCC13CC(CO)C(CCC12)C3	ok	CC1(C=O)CCCC2(C)C1CCC13CC(CO)C(CCC12)C3	ACXLVKYMISNUFD-UHFFFAOYSA-N	C20H32O2
development	ADEBPBSSDYVVLD-UHFFFAOYSA-N	COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2	ok	COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2	ADEBPBSSDYVVLD-UHFFFAOYSA-N	C24H29NO3
development	ADFCQWZHKCXPAJ-UHFFFAOYSA-N	Oc1ccc(C2COc3cc(O)ccc3C2)cc1	ok	Oc1ccc(C2COc3cc(O)ccc3C2)cc1	ADFCQWZHKCXPAJ-UHFFFAOYSA-N	C15H14O3
development	ADHYBIYGSXQYDM-UHFFFAOYSA-N	CN1CC(O)c2cc(O)c(O)cc21	ok	CN1CC(O)c2cc(O)c(O)cc21	ADHYBIYGSXQYDM-UHFFFAOYSA-N	C9H11NO3
development	ADJNQGJVAJRCCO-UHFFFAOYSA-N	C=CC(O)C#CC#CC=CC=CC(O)CCCCC	ok	C=CC(O)C#CC#CC=CC=CC(O)CCCCC	ADJNQGJVAJRCCO-UHFFFAOYSA-N	C17H22O2
development	ADSALMJPJUKESW-UHFFFAOYSA-N	O=C(O)CC1CCCN1	ok	O=C(O)CC1CCCN1	ADSALMJPJUKESW-UHFFFAOYSA-N	C6H11NO2
development	AEMOLEFTQBMNLQ-UHFFFAOYSA-N	O=C(O)C1OC(O)C(O)C(O)C1O	ok	O=C(O)C1OC(O)C(O)C(O)C1O	AEMOLEFTQBMNLQ-UHFFFAOYSA-N	C6H10O7
development	AFBDSAJOMZYQAI-UHFFFAOYSA-N	CC(OC1OCCNC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	ok	CC(OC1OCCNC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	AFBDSAJOMZYQAI-UHFFFAOYSA-N	C20H18F7NO2
development	AFLNGLSTOJPKJJ-UHFFFAOYSA-N	CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C(=O)O)C5CCC43C)C2C1	ok	CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C(=O)O)C5CCC43C)C2C1	AFLNGLSTOJPKJJ-UHFFFAOYSA-N	C42H66O16
development	AFZCVSRIUXFFJO-UHFFFAOYSA-N	CC1(O)CC23C=CC1CC2C1(C)CCC(=O)C(C)(C)C1CC3	ok	CC1(O)CC23C=CC1CC2C1(C)CCC(=O)C(C)(C)C1CC3	AFZCVSRIUXFFJO-UHFFFAOYSA-N	C20H30O2
development	AFZHQMQGUKDWSJ-UHFFFAOYSA-N	CCCCCCCC(=O)OCCCC1C(=C(C)C)CCC2C1(C)CCC1(C)C(C(C)CCC=C(C)C)CCC21C	ok	CCCCCCCC(=O)OCCCC1C(=C(C)C)CCC2C1(C)CCC1(C)C(C(C)CCC=C(C)C)CCC21C	AFZHQMQGUKDWSJ-UHFFFAOYSA-N	C38H66O2
development	AGABNGOXUSXQDD-UHFFFAOYSA-N	CC=C(C)C(=O)OC1Cc2cc3ccc(=O)oc3cc2OC1(C)C	ok	CC=C(C)C(=O)OC1Cc2cc3ccc(=O)oc3cc2OC1(C)C	AGABNGOXUSXQDD-UHFFFAOYSA-N	C19H20O5
development	AGGQBLQYYGOWKY-UHFFFAOYSA-N	CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(OC9OCC(O)C(O)C9O)C8OC8OC(CO)C(O)C(O)C8O)C(O)C7O)CCC6(C)C5CCC43C)N2C1	ok	CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(OC9OCC(O)C(O)C9O)C8OC8OC(CO)C(O)C(O)C8O)C(O)C7O)CCC6(C)C5CCC43C)N2C1	AGGQBLQYYGOWKY-UHFFFAOYSA-N	C50H81NO20
development	AGHANLSBXUWXTB-UHFFFAOYSA-N	O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl	ok	O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl	AGHANLSBXUWXTB-UHFFFAOYSA-N	C13H8Cl2O4S
development	AGNAZKCPHGYYKE-UHFFFAOYSA-N	CC(=O)OC1CC(=C(C)CC(=O)CC(C)C(=O)O)C2(C)CC=C3C(=CCC4C3(C)CCC(O)C4(C)C)C12C	ok	CC(=O)OC1CC(=C(C)CC(=O)CC(C)C(=O)O)C2(C)CC=C3C(=CCC4C3(C)CCC(O)C4(C)C)C12C	AGNAZKCPHGYYKE-UHFFFAOYSA-N	C32H46O6
development	AGNUIQKIUPCFET-UHFFFAOYSA-N	CCCCCCCCC1OCC(C)O1	ok	CCCCCCCCC1OCC(C)O1	AGNUIQKIUPCFET-UHFFFAOYSA-N	C12H24O2
development	AGOYDEPGAOXOCK-UHFFFAOYSA-N	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O	ok	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O	AGOYDEPGAOXOCK-UHFFFAOYSA-N	C38H69NO13
development	AGSLYHYWLYGAOU-UHFFFAOYSA-N	CNCCOC(c1ccccc1)c1ccccc1	ok	CNCCOC(c1ccccc1)c1ccccc1	AGSLYHYWLYGAOU-UHFFFAOYSA-N	C16H19NO
development	AGXLQRPCBKYRSR-UHFFFAOYSA-N	CCOC1OC2OC3(C)CCCC4C(C)CCC(C1C)C24OO3	ok	CCOC1OC2OC3(C)CCCC4C(C)CCC(C1C)C24OO3	AGXLQRPCBKYRSR-UHFFFAOYSA-N	C18H30O5
development	AHEWVDSAOCOLCK-UHFFFAOYSA-N	CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C6O)C(C)(C)C5CCC43C)C2C1	ok	CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C6O)C(C)(C)C5CCC43C)C2C1	AHEWVDSAOCOLCK-UHFFFAOYSA-N	C53H86O23
development	AHKHKMDMRHPLNJ-UHFFFAOYSA-N	CCCCNCc1cc(=O)oc2cc(OC)ccc12	ok	CCCCNCc1cc(=O)oc2cc(OC)ccc12	AHKHKMDMRHPLNJ-UHFFFAOYSA-N	C15H19NO3
development	AHLPHDHHMVZTML-UHFFFAOYSA-N	NCCCC(N)C(=O)O	ok	NCCCC(N)C(=O)O	AHLPHDHHMVZTML-UHFFFAOYSA-N	C5H12N2O2
development	AIILTVHCLAEMDA-UHFFFAOYSA-N	CCC(=O)SC	ok	CCC(=O)SC	AIILTVHCLAEMDA-UHFFFAOYSA-N	C4H8OS
development	AIJULSRZWUXGPQ-UHFFFAOYSA-N	CC(=O)C=O	ok	CC(=O)C=O	AIJULSRZWUXGPQ-UHFFFAOYSA-N	C3H4O2
development	AINNVCLTLJOODL-UHFFFAOYSA-N	C=CC1(C)CCC(OC2OC(COC3OCC(O)(CO)C3O)C(O)C(O)C2O)C(C)(C)O1	ok	C=CC1(C)CCC(OC2OC(COC3OCC(O)(CO)C3O)C(O)C(O)C2O)C(C)(C)O1	AINNVCLTLJOODL-UHFFFAOYSA-N	C21H36O11
development	AIONOLUJZLIMTK-UHFFFAOYSA-N	COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O	ok	COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O	AIONOLUJZLIMTK-UHFFFAOYSA-N	C16H14O6
development	AJYLEJBHVLQJTI-UHFFFAOYSA-N	CC(CCC(O)(CO)C(C)C)C1C(O)CC2(C)C3CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)C(O)CC(O)C45CC35CCC12C	ok	CC(CCC(O)(CO)C(C)C)C1C(O)CC2(C)C3CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)C(O)CC(O)C45CC35CCC12C	AJYLEJBHVLQJTI-UHFFFAOYSA-N	C37H62O12
development	AKDLSISGGARWFP-UHFFFAOYSA-N	COc1cc(CNC(=O)CCCCCCCC(C)C)ccc1O	ok	COc1cc(CNC(=O)CCCCCCCC(C)C)ccc1O	AKDLSISGGARWFP-UHFFFAOYSA-N	C19H31NO3
development	AKVBCGQVQXPRLD-UHFFFAOYSA-N	CCCCCCC(N)C(=O)O	ok	CCCCCCC(N)C(=O)O	AKVBCGQVQXPRLD-UHFFFAOYSA-N	C8H17NO2
development	ALARQZQTBTVLJV-UHFFFAOYSA-N	CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O	ok	CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O	ALARQZQTBTVLJV-UHFFFAOYSA-N	C13H14N2O3
development	ALFGKMXHOUSVAD-UHFFFAOYSA-N	CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1	ok	CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1	ALFGKMXHOUSVAD-UHFFFAOYSA-N	C15H21NO2
development	ALLWOAVDORUJLA-UHFFFAOYSA-N	O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1	ok	O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1	ALLWOAVDORUJLA-UHFFFAOYSA-N	C19H15ClN2O4
development	ALMJXWPCHVBUTP-UHFFFAOYSA-N	CC1=C(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC(=O)C5CC(OC6OC(COC7OCC(O)C(O)C7O)C(OC7OCC(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C12	ok	CC1=C(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC(=O)C5CC(OC6OC(COC7OCC(O)C(O)C7O)C(OC7OCC(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C12	ALMJXWPCHVBUTP-UHFFFAOYSA-N	C49H78O22
development	ALRLPDGCPYIVHP-UHFFFAOYSA-N	O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34	ok	O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34	ALRLPDGCPYIVHP-UHFFFAOYSA-N	C16H9NO2
development	ALTAAUJNHYWOGS-UHFFFAOYSA-N	O=C(O)CC1CCC(O)CC1	ok	O=C(O)CC1CCC(O)CC1	ALTAAUJNHYWOGS-UHFFFAOYSA-N	C8H14O3
development	ALUFYZNLZVVCAA-UHFFFAOYSA-N	C=C(C)C1CC(=O)C(C)C(=O)C1	ok	C=C(C)C1CC(=O)C(C)C(=O)C1	ALUFYZNLZVVCAA-UHFFFAOYSA-N	C10H14O2
development	AMXPURQVAMENCC-UHFFFAOYSA-N	CC(=O)SC(C)(C)C1CCC(C)CC1=O	ok	CC(=O)SC(C)(C)C1CCC(C)CC1=O	AMXPURQVAMENCC-UHFFFAOYSA-N	C12H20O2S
development	ANJRGSHRMWLHFZ-UHFFFAOYSA-N	CCCC(=O)OC(C)Cc1ccccc1	ok	CCCC(=O)OC(C)Cc1ccccc1	ANJRGSHRMWLHFZ-UHFFFAOYSA-N	C13H18O2
development	ANUCDXCTICZJRH-UHFFFAOYSA-N	CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12	ok	CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12	ANUCDXCTICZJRH-UHFFFAOYSA-N	C18H16Cl2N2O2
development	ANUCHZVCBDOPOX-UHFFFAOYSA-N	c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12	ok	c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12	ANUCHZVCBDOPOX-UHFFFAOYSA-N	C21H13N
development	AOBORMOPSGHCAX-UHFFFAOYSA-N	Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)OCCO)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2	ok	Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)OCCO)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2	AOBORMOPSGHCAX-UHFFFAOYSA-N	C35H58O6
development	AOHMXFJFQLUIJL-UHFFFAOYSA-N	CCCCCCCCC=CCCCCCCCCCCCC(=O)NC(CO)C(O)CCCCCCCCCCCCCCC	ok	CCCCCCCCC=CCCCCCCCCCCCC(=O)NC(CO)C(O)CCCCCCCCCCCCCCC	AOHMXFJFQLUIJL-UHFFFAOYSA-N	C40H79NO3
development	AOIQKSHKQIJFMK-UHFFFAOYSA-N	COc1ccc2c(c1)c(CC(=O)NCC(O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1	ok	COc1ccc2c(c1)c(CC(=O)NCC(O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1	AOIQKSHKQIJFMK-UHFFFAOYSA-N	C27H25ClN2O4
development	APPXYONGBIXGRO-UHFFFAOYSA-N	CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c(C3C=C(C)CC(c4ccc(O)cc4O)C3C(=O)c3ccc(O)cc3O)c(O)cc(O)c2c1=O	tautomer_MaxTransformsReached			C40H36O11
development	APSJUNFBAXIXLK-UHFFFAOYSA-N	Cc1ccc(C(=O)C(C)N2CCCC2)cc1	ok	Cc1ccc(C(=O)C(C)N2CCCC2)cc1	APSJUNFBAXIXLK-UHFFFAOYSA-N	C14H19NO
development	AQHHHDLHHXJYJD-UHFFFAOYSA-N	CC(C)NCC(O)COc1cccc2ccccc12	ok	CC(C)NCC(O)COc1cccc2ccccc12	AQHHHDLHHXJYJD-UHFFFAOYSA-N	C16H21NO2
development	AQIVDANQKWQSRX-UHFFFAOYSA-N	CCCCCCC1CCC(CCCCCCCC(=O)O)O1	ok	CCCCCCC1CCC(CCCCCCCC(=O)O)O1	AQIVDANQKWQSRX-UHFFFAOYSA-N	C18H34O3
development	AQKVISOBVPVACA-UHFFFAOYSA-N	NCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1	ok	NCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1	AQKVISOBVPVACA-UHFFFAOYSA-N	C14H19NO7
development	AQOXEJNYXXLRQQ-UHFFFAOYSA-N	CCOc1ccc(CC(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)cc1	ok	CCOc1ccc(CC(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)cc1	AQOXEJNYXXLRQQ-UHFFFAOYSA-N	C23H33N3O11
development	AQTFQQHFHGBCPG-UHFFFAOYSA-N	CCN(CC)C(=O)SC	ok	CCN(CC)C(=O)SC	AQTFQQHFHGBCPG-UHFFFAOYSA-N	C6H13NOS
development	ARGFHYICTJBMFD-UHFFFAOYSA-N	Cc1nc2c(c(=O)n(C)c(=O)n2CC2CCCCC2)n1C	ok	Cc1nc2c(c(=O)n(C)c(=O)n2CC2CCCCC2)n1C	ARGFHYICTJBMFD-UHFFFAOYSA-N	C15H22N4O2
development	ARJPPNFIEQKVBB-UHFFFAOYSA-N	CC(=O)NCCC=O	ok	CC(=O)NCCC=O	ARJPPNFIEQKVBB-UHFFFAOYSA-N	C5H9NO2
development	ARPVSMCNIDAQBO-UHFFFAOYSA-N	CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)O	ok	CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)O	ARPVSMCNIDAQBO-UHFFFAOYSA-N	C11H21N3O4
development	ARSRBNBHOADGJU-UHFFFAOYSA-N	Cc1c2ccccc2c(C)c2c1ccc1ccccc12	ok	Cc1c2ccccc2c(C)c2c1ccc1ccccc12	ARSRBNBHOADGJU-UHFFFAOYSA-N	C20H16
development	ARSVRKCVNFIICJ-UHFFFAOYSA-N	CC(NC(=O)CC(N)C(=O)O)C(=O)O	ok	CC(NC(=O)CC(N)C(=O)O)C(=O)O	ARSVRKCVNFIICJ-UHFFFAOYSA-N	C7H12N2O5
development	ARTRTLXKTHJPRW-UHFFFAOYSA-N	CCN(CC)S(=O)(=O)NC1CC2c3cccc4c3c(cn4CC)CC2N(C)C1	ok	CCN(CC)S(=O)(=O)NC1CC2c3cccc4c3c(cn4CC)CC2N(C)C1	ARTRTLXKTHJPRW-UHFFFAOYSA-N	C21H32N4O2S
development	ARZWATDYIYAUTA-UHFFFAOYSA-N	Cn1c(N)nc2c3cccnc3ccc21	ok	Cn1c(N)nc2c3cccnc3ccc21	ARZWATDYIYAUTA-UHFFFAOYSA-N	C11H10N4
development	ASICPMTWQSESKX-UHFFFAOYSA-N	CCCCCCCCCCCCCC(=O)CC(=O)O	ok	CCCCCCCCCCCCCC(=O)CC(=O)O	ASICPMTWQSESKX-UHFFFAOYSA-N	C16H30O3
development	ASUTZQLVASHGKV-UHFFFAOYSA-N	COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2	ok	COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2	ASUTZQLVASHGKV-UHFFFAOYSA-N	C17H21NO3
development	ASVDRLYVNFOSCI-UHFFFAOYSA-N	Cc1cc2c3ccccc3ccc2c2ccccc12	ok	Cc1cc2c3ccccc3ccc2c2ccccc12	ASVDRLYVNFOSCI-UHFFFAOYSA-N	C19H14
development	ATALOFNDEOCMKK-UHFFFAOYSA-N	CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	ok	CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	ATALOFNDEOCMKK-UHFFFAOYSA-N	C23H21F7N4O3
development	ATHHXGZTWNVVOU-UHFFFAOYSA-N	CNC=O	ok	CNC=O	ATHHXGZTWNVVOU-UHFFFAOYSA-N	C2H5NO
development	ATQIQIBBBWQWOT-UHFFFAOYSA-N	COC(=O)C(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C(=O)OC1OC(CO)C(O)C(O)C1O	ok	COC(=O)C(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C(=O)OC1OC(CO)C(O)C(O)C1O	ATQIQIBBBWQWOT-UHFFFAOYSA-N	C27H36O9
development	AUCNGVTWAHBDRJ-UHFFFAOYSA-N	CCCCCOc1ccc2ccc(=O)oc2c1	ok	CCCCCOc1ccc2ccc(=O)oc2c1	AUCNGVTWAHBDRJ-UHFFFAOYSA-N	C14H16O3
development	AUMHDRMJJNZTPB-UHFFFAOYSA-N	O=c1c(CC[S+]([O-])c2ccccc2)c(O)n(-c2ccccc2)n1-c1ccccc1	ok	O=c1c(CC[S+]([O-])c2ccccc2)c(O)n(-c2ccccc2)n1-c1ccccc1	AUMHDRMJJNZTPB-UHFFFAOYSA-N	C23H20N2O3S
development	AUVVAXYIELKVAI-UHFFFAOYSA-N	CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21	ok	CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21	AUVVAXYIELKVAI-UHFFFAOYSA-N	C29H40N2O4
development	AVTXSAWPGCSYFO-UHFFFAOYSA-N	CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3C(O)CC12C	ok	CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3C(O)CC12C	AVTXSAWPGCSYFO-UHFFFAOYSA-N	C42H72O14
development	AWGFYZFANDHELM-UHFFFAOYSA-N	CCC=CCCCCC=CCCCCCCCC(=O)O	ok	CCC=CCCCCC=CCCCCCCCC(=O)O	AWGFYZFANDHELM-UHFFFAOYSA-N	C18H32O2
development	AWJUIBRHMBBTKR-UHFFFAOYSA-N	c1ccc2cnccc2c1	ok	c1ccc2cnccc2c1	AWJUIBRHMBBTKR-UHFFFAOYSA-N	C9H7N
development	AXQLFFDZXPOFPO-UHFFFAOYSA-N	CC(=O)NC1C(OC2C(O)C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C2O)OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1O	ok	CC(=O)NC1C(OC2C(O)C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C2O)OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1O	AXQLFFDZXPOFPO-UHFFFAOYSA-N	C26H45NO21
development	AXVHXJQWKAFHQW-UHFFFAOYSA-N	CC1=C(C=O)C(C)(C)C=CC1	ok	CC1=C(C=O)C(C)(C)C=CC1	AXVHXJQWKAFHQW-UHFFFAOYSA-N	C10H14O
development	AYKYOOPFBCOXSL-UHFFFAOYSA-N	N#CCc1ccc(O)cc1	ok	N#CCc1ccc(O)cc1	AYKYOOPFBCOXSL-UHFFFAOYSA-N	C8H7NO
development	AYRFRNAUOZQULA-UHFFFAOYSA-N	O=C1C=c2oc3c(O)c4c(oc5cc(O)c(O)cc54)c(O)c3c2=CC1=O	ok	O=C1Cc2c(oc3c(=O)c4c(oc5cc(=O)c(=O)cc54)c(=O)c23)CC1O	ORMJEQPPTOFJLS-UHFFFAOYSA-N	C18H8O8
development	AYUIKFTXLXFFLE-UHFFFAOYSA-N	CCCCCC(O)CCCCC(O)C1CCC(C2CCC(C(O)CCCCC(O)CCCCCCCc3cc(C)oc3O)O2)O1	ok	CCCCCC(O)CCCCC(O)C1CCC(C2CCC(C(O)CCCCC(O)CCCCCCCc3cc(C)oc3O)O2)O1	AYUIKFTXLXFFLE-UHFFFAOYSA-N	C37H66O8
development	AYXPYQRXGNDJFU-UHFFFAOYSA-N	CC1CCC2C1C1C(CCC2(C)O)C1(C)C	ok	CC1CCC2C1C1C(CCC2(C)O)C1(C)C	AYXPYQRXGNDJFU-UHFFFAOYSA-N	C15H26O
development	AZFBLLCNOQPJGJ-UHFFFAOYSA-N	COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)=NC2(CCN(CC(C)C)CC2)N=5)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C	tautomer_MaxTransformsReached			C46H62N4O11
development	AZHGTTHAUVPRFY-UHFFFAOYSA-N	CC=CC=CC=CCC=CC=CCC(=O)NCC(C)C	ok	CC=CC=CC=CCC=CC=CCC(=O)NCC(C)C	AZHGTTHAUVPRFY-UHFFFAOYSA-N	C18H27NO
