query	panel	group	method	domain	candidates	positives	deterministic_RR	tie_averaged_RR	conditional_defined
160605d75962a592ceb6bcb0cea5bf339c3f9f707d4206bedc5efed11e839ef1	protein_cold:p2:cNone	d551cc29eea54e1c5e190c338947747867b27af42e091df6f887818dfafc9809	esm_cosine_top1	own	8	0	0.0	0.0	False
160605d75962a592ceb6bcb0cea5bf339c3f9f707d4206bedc5efed11e839ef1	protein_cold:p2:cNone	d551cc29eea54e1c5e190c338947747867b27af42e091df6f887818dfafc9809	mmseqs_top1	common	0	0	0.0	0.0	False
160605d75962a592ceb6bcb0cea5bf339c3f9f707d4206bedc5efed11e839ef1	protein_cold:p2:cNone	d551cc29eea54e1c5e190c338947747867b27af42e091df6f887818dfafc9809	esm_cosine_top1	common	0	0	0.0	0.0	False
1acd4018cfb7c8413675ddcb546e4b146c424daad5812198efefd87cdd5d554d	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	3	0	0.0	0.0	False
1acd4018cfb7c8413675ddcb546e4b146c424daad5812198efefd87cdd5d554d	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	2	0	0.0	0.0	False
1acd4018cfb7c8413675ddcb546e4b146c424daad5812198efefd87cdd5d554d	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
1acd4018cfb7c8413675ddcb546e4b146c424daad5812198efefd87cdd5d554d	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
2357a72fbe2395cf0ece6f4d903b528ba0fe918807ff5c598ed54414e27839a4	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	8	0	0.0	0.0	False
2357a72fbe2395cf0ece6f4d903b528ba0fe918807ff5c598ed54414e27839a4	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	15	0	0.0	0.0	False
2357a72fbe2395cf0ece6f4d903b528ba0fe918807ff5c598ed54414e27839a4	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
2357a72fbe2395cf0ece6f4d903b528ba0fe918807ff5c598ed54414e27839a4	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
29814f641d12785f3b5528f2d68e623d1bded719c81cd0f47d88aed9ae467f4a	protein_cold:p2:cNone	199b31330d7b051d764ea0ed98e5534d71adc32bd2a33f5852ce8c7edce1b3b0	mmseqs_top1	own	4	0	0.0	0.0	False
29814f641d12785f3b5528f2d68e623d1bded719c81cd0f47d88aed9ae467f4a	protein_cold:p2:cNone	199b31330d7b051d764ea0ed98e5534d71adc32bd2a33f5852ce8c7edce1b3b0	esm_cosine_top1	own	4	0	0.0	0.0	False
29814f641d12785f3b5528f2d68e623d1bded719c81cd0f47d88aed9ae467f4a	protein_cold:p2:cNone	199b31330d7b051d764ea0ed98e5534d71adc32bd2a33f5852ce8c7edce1b3b0	mmseqs_top1	common	4	0	0.0	0.0	False
29814f641d12785f3b5528f2d68e623d1bded719c81cd0f47d88aed9ae467f4a	protein_cold:p2:cNone	199b31330d7b051d764ea0ed98e5534d71adc32bd2a33f5852ce8c7edce1b3b0	esm_cosine_top1	common	4	0	0.0	0.0	False
3f891626b6684fc43355f4146b0d0aad6273d9d39670b42340a49cff79fa8d24	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	2	1	0.5	0.75	True
3f891626b6684fc43355f4146b0d0aad6273d9d39670b42340a49cff79fa8d24	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	3	1	0.5	0.611111111111111	True
3f891626b6684fc43355f4146b0d0aad6273d9d39670b42340a49cff79fa8d24	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
3f891626b6684fc43355f4146b0d0aad6273d9d39670b42340a49cff79fa8d24	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
41602ac954bd7960f8b7c8d6c714e3304a81ff2df480f34d2cc2d657fde7978a	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	8	0	0.0	0.0	False
41602ac954bd7960f8b7c8d6c714e3304a81ff2df480f34d2cc2d657fde7978a	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	15	1	0.14285714285714285	0.22121526621526622	True
41602ac954bd7960f8b7c8d6c714e3304a81ff2df480f34d2cc2d657fde7978a	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
41602ac954bd7960f8b7c8d6c714e3304a81ff2df480f34d2cc2d657fde7978a	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
43d1aef7da3f57e106b5905205830b5b60617c9c6ae7e6a2752b95706a364803	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	8	0	0.0	0.0	False
43d1aef7da3f57e106b5905205830b5b60617c9c6ae7e6a2752b95706a364803	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	10	1	1.0	0.29289682539682543	True
43d1aef7da3f57e106b5905205830b5b60617c9c6ae7e6a2752b95706a364803	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
43d1aef7da3f57e106b5905205830b5b60617c9c6ae7e6a2752b95706a364803	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
710828fae7cc7f64f30608df32c9c643bdfd173c6fe5bf8171d6de669a9cfcf4	protein_cold:p2:cNone	d551cc29eea54e1c5e190c338947747867b27af42e091df6f887818dfafc9809	mmseqs_top1	own	2	0	0.0	0.0	False
710828fae7cc7f64f30608df32c9c643bdfd173c6fe5bf8171d6de669a9cfcf4	protein_cold:p2:cNone	d551cc29eea54e1c5e190c338947747867b27af42e091df6f887818dfafc9809	esm_cosine_top1	own	3	0	0.0	0.0	False
710828fae7cc7f64f30608df32c9c643bdfd173c6fe5bf8171d6de669a9cfcf4	protein_cold:p2:cNone	d551cc29eea54e1c5e190c338947747867b27af42e091df6f887818dfafc9809	mmseqs_top1	common	0	0	0.0	0.0	False
710828fae7cc7f64f30608df32c9c643bdfd173c6fe5bf8171d6de669a9cfcf4	protein_cold:p2:cNone	d551cc29eea54e1c5e190c338947747867b27af42e091df6f887818dfafc9809	esm_cosine_top1	common	0	0	0.0	0.0	False
7b6cfcfa50f9a9a5152dd688648fb19728833345fe619e1837946ea5df4987bb	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	2	0	0.0	0.0	False
7b6cfcfa50f9a9a5152dd688648fb19728833345fe619e1837946ea5df4987bb	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	3	0	0.0	0.0	False
7b6cfcfa50f9a9a5152dd688648fb19728833345fe619e1837946ea5df4987bb	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
7b6cfcfa50f9a9a5152dd688648fb19728833345fe619e1837946ea5df4987bb	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
8ec27a4eea1601958f56757837d36842a51456a8b6100ef7024f8c03ffc5cfe6	protein_cold:p2:cNone	199b31330d7b051d764ea0ed98e5534d71adc32bd2a33f5852ce8c7edce1b3b0	mmseqs_top1	own	4	4	1.0	1.0	True
8ec27a4eea1601958f56757837d36842a51456a8b6100ef7024f8c03ffc5cfe6	protein_cold:p2:cNone	199b31330d7b051d764ea0ed98e5534d71adc32bd2a33f5852ce8c7edce1b3b0	esm_cosine_top1	own	4	4	1.0	1.0	True
8ec27a4eea1601958f56757837d36842a51456a8b6100ef7024f8c03ffc5cfe6	protein_cold:p2:cNone	199b31330d7b051d764ea0ed98e5534d71adc32bd2a33f5852ce8c7edce1b3b0	mmseqs_top1	common	4	4	1.0	1.0	True
8ec27a4eea1601958f56757837d36842a51456a8b6100ef7024f8c03ffc5cfe6	protein_cold:p2:cNone	199b31330d7b051d764ea0ed98e5534d71adc32bd2a33f5852ce8c7edce1b3b0	esm_cosine_top1	common	4	4	1.0	1.0	True
97cc90127c7b267708045d2c41572046eb32f19ec29c027358e34ab4cef70b02	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	8	0	0.0	0.0	False
97cc90127c7b267708045d2c41572046eb32f19ec29c027358e34ab4cef70b02	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	2	0	0.0	0.0	False
97cc90127c7b267708045d2c41572046eb32f19ec29c027358e34ab4cef70b02	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
97cc90127c7b267708045d2c41572046eb32f19ec29c027358e34ab4cef70b02	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
b2ca51e85ff94f1d2d194af10d1fac9136b4c37041f0f6765779d47d8a81ce9a	protein_cold:p2:cNone	b02aac5e25063d174fd468bc4bd6a8fd5b59fdbcf58e8fbfd069785fb92e7ca9	mmseqs_top1	own	2	0	0.0	0.0	False
b2ca51e85ff94f1d2d194af10d1fac9136b4c37041f0f6765779d47d8a81ce9a	protein_cold:p2:cNone	b02aac5e25063d174fd468bc4bd6a8fd5b59fdbcf58e8fbfd069785fb92e7ca9	esm_cosine_top1	own	2	0	0.0	0.0	False
b2ca51e85ff94f1d2d194af10d1fac9136b4c37041f0f6765779d47d8a81ce9a	protein_cold:p2:cNone	b02aac5e25063d174fd468bc4bd6a8fd5b59fdbcf58e8fbfd069785fb92e7ca9	mmseqs_top1	common	0	0	0.0	0.0	False
b2ca51e85ff94f1d2d194af10d1fac9136b4c37041f0f6765779d47d8a81ce9a	protein_cold:p2:cNone	b02aac5e25063d174fd468bc4bd6a8fd5b59fdbcf58e8fbfd069785fb92e7ca9	esm_cosine_top1	common	0	0	0.0	0.0	False
b5fab524f31a5906cfb499b0bdfe8e85a1d213417dea6ac79605fe0dae0b6417	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	3	0	0.0	0.0	False
b5fab524f31a5906cfb499b0bdfe8e85a1d213417dea6ac79605fe0dae0b6417	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	3	1	0.5	0.611111111111111	True
b5fab524f31a5906cfb499b0bdfe8e85a1d213417dea6ac79605fe0dae0b6417	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
b5fab524f31a5906cfb499b0bdfe8e85a1d213417dea6ac79605fe0dae0b6417	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
ba32ffd2aa8ed96bfeb454fa66fce164c7372150c3306a7baece36ff7f2b1532	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	1	0	0.0	0.0	False
ba32ffd2aa8ed96bfeb454fa66fce164c7372150c3306a7baece36ff7f2b1532	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	2	0	0.0	0.0	False
ba32ffd2aa8ed96bfeb454fa66fce164c7372150c3306a7baece36ff7f2b1532	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
ba32ffd2aa8ed96bfeb454fa66fce164c7372150c3306a7baece36ff7f2b1532	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
c08d37e9b9741f4a5127f595dc2455f6f63f204e585751c7b1c65e1e661c8a1e	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	2	0	0.0	0.0	False
c08d37e9b9741f4a5127f595dc2455f6f63f204e585751c7b1c65e1e661c8a1e	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	3	0	0.0	0.0	False
c08d37e9b9741f4a5127f595dc2455f6f63f204e585751c7b1c65e1e661c8a1e	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
c08d37e9b9741f4a5127f595dc2455f6f63f204e585751c7b1c65e1e661c8a1e	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
cbc009f84e691f703b45b7878b2996b614428bf3a092ddebd8ca5c770708f8c7	protein_cold:p2:cNone	1f3099ced8be95b5b383a7f15cb893325978d4f634a3bde10c75dc1c2c4b060b	mmseqs_top1	own	4	0	0.0	0.0	False
cbc009f84e691f703b45b7878b2996b614428bf3a092ddebd8ca5c770708f8c7	protein_cold:p2:cNone	1f3099ced8be95b5b383a7f15cb893325978d4f634a3bde10c75dc1c2c4b060b	esm_cosine_top1	own	2	0	0.0	0.0	False
cbc009f84e691f703b45b7878b2996b614428bf3a092ddebd8ca5c770708f8c7	protein_cold:p2:cNone	1f3099ced8be95b5b383a7f15cb893325978d4f634a3bde10c75dc1c2c4b060b	mmseqs_top1	common	0	0	0.0	0.0	False
cbc009f84e691f703b45b7878b2996b614428bf3a092ddebd8ca5c770708f8c7	protein_cold:p2:cNone	1f3099ced8be95b5b383a7f15cb893325978d4f634a3bde10c75dc1c2c4b060b	esm_cosine_top1	common	0	0	0.0	0.0	False
d568f19d7e070c839a9c80b9d6f30d0cf6a0007bcb05d24f5ea1d705b4671e57	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	8	0	0.0	0.0	False
d568f19d7e070c839a9c80b9d6f30d0cf6a0007bcb05d24f5ea1d705b4671e57	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	4	0	0.0	0.0	False
d568f19d7e070c839a9c80b9d6f30d0cf6a0007bcb05d24f5ea1d705b4671e57	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
d568f19d7e070c839a9c80b9d6f30d0cf6a0007bcb05d24f5ea1d705b4671e57	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
d98b2269ed529294b838f8aa92181c343c8be8aaa38704c019ad61866028ee6d	protein_cold:p2:cNone	d551cc29eea54e1c5e190c338947747867b27af42e091df6f887818dfafc9809	mmseqs_top1	own	2	0	0.0	0.0	False
d98b2269ed529294b838f8aa92181c343c8be8aaa38704c019ad61866028ee6d	protein_cold:p2:cNone	d551cc29eea54e1c5e190c338947747867b27af42e091df6f887818dfafc9809	esm_cosine_top1	own	3	0	0.0	0.0	False
d98b2269ed529294b838f8aa92181c343c8be8aaa38704c019ad61866028ee6d	protein_cold:p2:cNone	d551cc29eea54e1c5e190c338947747867b27af42e091df6f887818dfafc9809	mmseqs_top1	common	0	0	0.0	0.0	False
d98b2269ed529294b838f8aa92181c343c8be8aaa38704c019ad61866028ee6d	protein_cold:p2:cNone	d551cc29eea54e1c5e190c338947747867b27af42e091df6f887818dfafc9809	esm_cosine_top1	common	0	0	0.0	0.0	False
de04f9630513c8afdb8db02ad274c711bbd233095f4cd18e0a1171dac47c601c	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	8	0	0.0	0.0	False
de04f9630513c8afdb8db02ad274c711bbd233095f4cd18e0a1171dac47c601c	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	6	0	0.0	0.0	False
de04f9630513c8afdb8db02ad274c711bbd233095f4cd18e0a1171dac47c601c	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
de04f9630513c8afdb8db02ad274c711bbd233095f4cd18e0a1171dac47c601c	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
e1364eb02ed3a31acc17e6cd875d8634ceb6a67a21ec1f1d8eb3d0753e310ade	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	1	0	0.0	0.0	False
e1364eb02ed3a31acc17e6cd875d8634ceb6a67a21ec1f1d8eb3d0753e310ade	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	2	0	0.0	0.0	False
e1364eb02ed3a31acc17e6cd875d8634ceb6a67a21ec1f1d8eb3d0753e310ade	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
e1364eb02ed3a31acc17e6cd875d8634ceb6a67a21ec1f1d8eb3d0753e310ade	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
e352148e1fa2edc3f335f6fd5c3860cea8d9b444111c39f9a44dfb1cc5854d0b	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	2	0	0.0	0.0	False
e352148e1fa2edc3f335f6fd5c3860cea8d9b444111c39f9a44dfb1cc5854d0b	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	3	0	0.0	0.0	False
e352148e1fa2edc3f335f6fd5c3860cea8d9b444111c39f9a44dfb1cc5854d0b	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
e352148e1fa2edc3f335f6fd5c3860cea8d9b444111c39f9a44dfb1cc5854d0b	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
eeb666febf7ab51317422e0d871b59d395f3c4ea2ee6a77181e1389b4360bcbe	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	3	0	0.0	0.0	False
eeb666febf7ab51317422e0d871b59d395f3c4ea2ee6a77181e1389b4360bcbe	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	5	0	0.0	0.0	False
eeb666febf7ab51317422e0d871b59d395f3c4ea2ee6a77181e1389b4360bcbe	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
eeb666febf7ab51317422e0d871b59d395f3c4ea2ee6a77181e1389b4360bcbe	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
f564a44324d90f58ffeeb59e3b73f18eb5169ccd9fdd41b7628e3074aeb0364a	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	1	0	0.0	0.0	False
f564a44324d90f58ffeeb59e3b73f18eb5169ccd9fdd41b7628e3074aeb0364a	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	15	0	0.0	0.0	False
f564a44324d90f58ffeeb59e3b73f18eb5169ccd9fdd41b7628e3074aeb0364a	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
f564a44324d90f58ffeeb59e3b73f18eb5169ccd9fdd41b7628e3074aeb0364a	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
f8470a0679f6633a3e979f9ce6cc30180ceeb4b9041e3c8c9c2b1f7d28acb3a0	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	own	3	0	0.0	0.0	False
f8470a0679f6633a3e979f9ce6cc30180ceeb4b9041e3c8c9c2b1f7d28acb3a0	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	own	3	1	0.5	0.611111111111111	True
f8470a0679f6633a3e979f9ce6cc30180ceeb4b9041e3c8c9c2b1f7d28acb3a0	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	mmseqs_top1	common	0	0	0.0	0.0	False
f8470a0679f6633a3e979f9ce6cc30180ceeb4b9041e3c8c9c2b1f7d28acb3a0	protein_cold:p2:cNone	78572fed7aac2be4c25cf674dd824172143a9f7f78e1966cece83ec139e994f7	esm_cosine_top1	common	0	0	0.0	0.0	False
074d83dd22e47689710400813d056a3f2fff469d91f76d4b4a83ba6a6f6c80ce	protein_cold:p3:cNone	9e531b02da59435cd98a4bfc7bb453dc85cb784101303b74bdcac0ebf554e132	mmseqs_top1	own	6	0	0.0	0.0	False
074d83dd22e47689710400813d056a3f2fff469d91f76d4b4a83ba6a6f6c80ce	protein_cold:p3:cNone	9e531b02da59435cd98a4bfc7bb453dc85cb784101303b74bdcac0ebf554e132	esm_cosine_top1	own	4	0	0.0	0.0	False
074d83dd22e47689710400813d056a3f2fff469d91f76d4b4a83ba6a6f6c80ce	protein_cold:p3:cNone	9e531b02da59435cd98a4bfc7bb453dc85cb784101303b74bdcac0ebf554e132	mmseqs_top1	common	0	0	0.0	0.0	False
074d83dd22e47689710400813d056a3f2fff469d91f76d4b4a83ba6a6f6c80ce	protein_cold:p3:cNone	9e531b02da59435cd98a4bfc7bb453dc85cb784101303b74bdcac0ebf554e132	esm_cosine_top1	common	0	0	0.0	0.0	False
09d5e687018c8965c87eb36f51037025ea589cbdecb0b62255fd1fe17f404174	protein_cold:p3:cNone	9e531b02da59435cd98a4bfc7bb453dc85cb784101303b74bdcac0ebf554e132	mmseqs_top1	own	2	0	0.0	0.0	False
09d5e687018c8965c87eb36f51037025ea589cbdecb0b62255fd1fe17f404174	protein_cold:p3:cNone	9e531b02da59435cd98a4bfc7bb453dc85cb784101303b74bdcac0ebf554e132	esm_cosine_top1	own	10	0	0.0	0.0	False
09d5e687018c8965c87eb36f51037025ea589cbdecb0b62255fd1fe17f404174	protein_cold:p3:cNone	9e531b02da59435cd98a4bfc7bb453dc85cb784101303b74bdcac0ebf554e132	mmseqs_top1	common	0	0	0.0	0.0	False
09d5e687018c8965c87eb36f51037025ea589cbdecb0b62255fd1fe17f404174	protein_cold:p3:cNone	9e531b02da59435cd98a4bfc7bb453dc85cb784101303b74bdcac0ebf554e132	esm_cosine_top1	common	0	0	0.0	0.0	False
16679c995f86004f03ddc1c5b55682a0adb5a29fa24484746a97475b9034bcb2	protein_cold:p3:cNone	866c30e4e2bc77b100a60f171be9005651bcec7844b330282461a4f21eabd163	mmseqs_top1	own	1	0	0.0	0.0	False
16679c995f86004f03ddc1c5b55682a0adb5a29fa24484746a97475b9034bcb2	protein_cold:p3:cNone	866c30e4e2bc77b100a60f171be9005651bcec7844b330282461a4f21eabd163	esm_cosine_top1	own	10	0	0.0	0.0	False
16679c995f86004f03ddc1c5b55682a0adb5a29fa24484746a97475b9034bcb2	protein_cold:p3:cNone	866c30e4e2bc77b100a60f171be9005651bcec7844b330282461a4f21eabd163	mmseqs_top1	common	0	0	0.0	0.0	False
16679c995f86004f03ddc1c5b55682a0adb5a29fa24484746a97475b9034bcb2	protein_cold:p3:cNone	866c30e4e2bc77b100a60f171be9005651bcec7844b330282461a4f21eabd163	esm_cosine_top1	common	0	0	0.0	0.0	False
1d45d3948310512d51316692544312163f43cca80db3839fd572cf41ac607c43	protein_cold:p3:cNone	9e531b02da59435cd98a4bfc7bb453dc85cb784101303b74bdcac0ebf554e132	mmseqs_top1	own	2	0	0.0	0.0	False
1d45d3948310512d51316692544312163f43cca80db3839fd572cf41ac607c43	protein_cold:p3:cNone	9e531b02da59435cd98a4bfc7bb453dc85cb784101303b74bdcac0ebf554e132	esm_cosine_top1	own	2	0	0.0	0.0	False
1d45d3948310512d51316692544312163f43cca80db3839fd572cf41ac607c43	protein_cold:p3:cNone	9e531b02da59435cd98a4bfc7bb453dc85cb784101303b74bdcac0ebf554e132	mmseqs_top1	common	0	0	0.0	0.0	False
1d45d3948310512d51316692544312163f43cca80db3839fd572cf41ac607c43	protein_cold:p3:cNone	9e531b02da59435cd98a4bfc7bb453dc85cb784101303b74bdcac0ebf554e132	esm_cosine_top1	common	0	0	0.0	0.0	False
3cbdc7754552b8412b86ad816b3de5837b893d585aba272d95487aea75426367	protein_cold:p3:cNone	9e531b02da59435cd98a4bfc7bb453dc85cb784101303b74bdcac0ebf554e132	mmseqs_top1	own	2	0	0.0	0.0	False
3cbdc7754552b8412b86ad816b3de5837b893d585aba272d95487aea75426367	protein_cold:p3:cNone	9e531b02da59435cd98a4bfc7bb453dc85cb784101303b74bdcac0ebf554e132	esm_cosine_top1	own	4	0	0.0	0.0	False
